index,label_en,label_zh,r,g,b,a
100,Subcallosal cortex,胼胝体下皮质,188,92,242,255
101,Superior frontal sulcus anterior LH,上额沟前部左侧,195,92,242,255
102,Paracingulate gyrus postero-inferior,扣带回旁回后下部,202,92,242,255
103,Occipital pole superior,枕极上部,209,92,242,255
104,Inferior frontal sulcus posterior RH,额下沟后部右侧,216,92,242,255
105,Cingulate sulcus posterior,扣带沟后部,223,92,242,255
106,Middle frontal gyrus RH,额中回右侧,230,92,242,255
107,Insula anterior,脑岛前部,237,92,242,255
108,Inferior occipital gyrus,枕下回,242,92,239,255
109,Central operculum cortex,盖皮层,242,92,232,255
110,Angular gyrus inferior,角回下部,242,92,225,255
111,Intracalcarine cortex,距状沟皮质,242,92,218,255
112,Postcentral sulcus RH,中央后沟右侧,242,92,211,255
113,Cerebellum VI,小脑VI,242,92,204,255
114,Supramarginal gyrus anterior RH,缘上回前部右侧,242,92,197,255
115,Cerebellum IV and middle cerebellar peduncle,小脑IV和中小脑脚,242,92,190,255
116,Occipital pole inferior,枕极下部,242,92,183,255
117,Ventromedial prefrontal cortex anterior,腹内侧前额叶皮层前部,242,92,176,255
118,Parieto-occipital sulcus antero-superior,顶枕沟前上部,242,92,169,255
119,Paracingulate gyrus postero-superior,扣带回旁回后上部,242,92,162,255
120,Fusiform gyrus,梭状回,242,92,155,255
121,Precuneus posterior,楔前叶后部,242,92,148,255
122,Angular gyrus LH,角回左侧,242,92,141,255
123,Inferior frontal sulcus LH,额下沟左侧,242,92,134,255
124,Putamen posterior,壳核后部,242,92,127,255
125,Postcentral gyrus middle,中央后回中部,242,92,120,255
126,Superior temporal sulcus posterior RH,上颞沟后部右侧,242,92,113,255
127,Lateral ventricles superior,侧脑室上部,242,92,106,255
128,Angular gyrus RH,角回右侧,242,92,99,255
