index,label_en,label_zh,r,g,b,a
38,"BST (Basal Forebrain, Bed Nucleus)_lh",BST区（基底前脑、床核）（左半球）,242,172,92,255
39,"AM (Thalamus, anteromedial Nucleus)_lh",AM区（丘脑、前内侧核）（左半球）,242,174,92,255
40,Area Op7 (Frontal Operculum)_lh,Op7区（额盖）（左半球）,242,176,92,255
41,Area hOc6 (POS)_lh,hOc6区（顶枕沟）（左半球）,242,179,92,255
42,Area Ia3 (Insula)_lh,Ia3区（脑岛）（左半球）,242,181,92,255
43,Area Ig2 (Insula)_lh,Ig2区（脑岛）（左半球）,242,183,92,255
44,CA2 (Hippocampus)_lh,CA2区（海马）（左半球）,242,185,92,255
45,"VLP (Thalamus, ventral lateral posterior Nucleus)_lh",VLP区（丘脑、腹外侧后核）（左半球）,242,187,92,255
46,Area Fp2 (FPole)_lh,Fp2区（额极）（左半球）,242,190,92,255
47,"Li (Thalamus, limitans Nucleus)_lh",Li区（丘脑、界核）（左半球）,242,192,92,255
48,"Area EC (Hippocampal Region, Entorhinal Cortex)_lh",EC区（海马区、内嗅皮层）（左半球）,242,194,92,255
49,Area Id4 (Insula)_lh,Id4区（脑岛）（左半球）,242,196,92,255
50,Area Op1 (POperc)_lh,Op1区（顶叶盖）（左半球）,242,198,92,255
51,"Tu (Basal Forebrain, Tuberculum)_lh",Tu区（基底前脑、结节）（左半球）,242,200,92,255
52,"Rt (Thalamus, reticular Nucleus)_lh",Rt区（丘脑、网状核）（左半球）,242,203,92,255
53,Area Id6 (Insula)_lh,Id6区（脑岛）（左半球）,242,205,92,255
54,Area IFS4 (IFS)_lh,IFS4区（额下沟）（左半球）,242,207,92,255
55,Area 6d3 (SFS)_lh,6d3区（额上沟）（左半球）,242,209,92,255
56,"Ndentv (Cerebellum, Ventral Dentate Nucleus)_lh",Ndentv区（小脑、腹侧齿状核）（左半球）,242,211,92,255
57,Area 6v1 (PreCG)_lh,6v1区（中央前回）（左半球）,242,213,92,255
58,Area hIP2 (IPS)_lh,hIP2区（顶内沟）（左半球）,242,216,92,255
59,Area 44 (IFG)_lh,44区（额下回）（左半球）,242,218,92,255
60,Area Fo7 (OFC)_lh,Fo7区（眶额皮层）（左半球）,242,220,92,255
61,"Pv (Thalamus, paraventricular Nucleus)_lh",Pv区（丘脑、室旁核）（左半球）,242,222,92,255
62,Area PGa (IPL)_lh,PGa区（顶下小叶）（左半球）,242,224,92,255
63,"PUa (Thalamus, anterior pulvinar)_lh",PUa区（丘脑、前丘脑枕）（左半球）,242,227,92,255
64,Area 8d2 (SFG)_lh,8d2区（额上回）（左半球）,242,229,92,255
65,Area Ia1 (Insula)_lh,Ia1区（脑岛）（左半球）,242,231,92,255
66,VTM (Amygdala)_lh,VTM区（杏仁核）（左半球）,242,233,92,255
67,Area Op8 (Frontal Operculum)_lh,Op8区（额盖）（左半球）,242,235,92,255
68,"FuP (Ventral Striatum, Fundus of Putamen)_lh",FuP区（腹侧纹状体、壳核底部）（左半球）,242,237,92,255
69,"Area IFJ2 (IFS, PreCS)_lh",IFJ2区（额下沟、中央前沟）（左半球）,242,240,92,255
70,Area 7M (SPL)_lh,7M区（顶上小叶）（左半球）,242,242,92,255
71,Area 25 (sACC)_lh,25区（胼胝体下前扣带皮层）（左半球）,240,242,92,255
72,Area Op5 (Frontal Operculum)_lh,Op5区（额盖）（左半球）,237,242,92,255
73,Area PFm (IPL)_lh,PFm区（顶下小叶）（左半球）,235,242,92,255
74,"MD (Thalamus, mediodorsal Nucleus)_lh",MD区（丘脑、内背核）（左半球）,233,242,92,255
75,LB (Amygdala)_lh,LB区（杏仁核）（左半球）,231,242,92,255
76,Area 4a (PreCG)_lh,4a区（中央前回）（左半球）,229,242,92,255
77,Area 5M (SPL)_lh,5M区（顶上小叶）（左半球）,227,242,92,255
78,Area Op10 (Frontal Operculum)_lh,Op10区（额盖）（左半球）,224,242,92,255
79,"Pf (Thalamus, parafascicular Nucleus)_lh",Pf区（丘脑、束旁核）（左半球）,222,242,92,255
80,Area Fp1 (FPole)_lh,Fp1区（额极）（左半球）,220,242,92,255
81,"PUl (Thalamus, lateral pulvinar)_lh",PUl区（丘脑、外侧丘脑枕）（左半球）,218,242,92,255
82,Area MFG2 (MFG)_lh,MFG2区（额中回）（左半球）,216,242,92,255
83,Area Ph1 (PhG)_lh,Ph1区（海马旁回）（左半球）,213,242,92,255
84,Area 3a (PostCG)_lh,3a区（中央后回）（左半球）,211,242,92,255
85,Area FG4 (FusG)_lh,FG4区（梭状回）（左半球）,209,242,92,255
86,Area Id7 (Insula)_lh,Id7区（脑岛）（左半球）,207,242,92,255
87,"Ninterp (Cerebellum, Interposed Nucleus)_lh",Ninterp区（小脑、中间核）（左半球）,205,242,92,255
88,STN (Subthalamus)_lh,STN区（底丘脑）（左半球）,203,242,92,255
89,Area Fo6 (OFC)_lh,Fo6区（眶额皮层）（左半球）,200,242,92,255
90,Area p32 (pACC)_lh,p32区（前扣带皮层前部）（左半球）,198,242,92,255
91,"Area hOc1 (V1, 17, CalcS)_lh",hOc1区（V1区、17区、距状沟）（左半球）,196,242,92,255
92,CGL (Metathalamus)_lh,CGL区（后丘脑）（左半球）,194,242,92,255
93,"SNC (Midbrain, Substantia Nigra pars compacta)_lh",SNC区（中脑、黑质致密部）（左半球）,192,242,92,255
94,Area Ph3 (PhG)_lh,Ph3区（海马旁回）（左半球）,190,242,92,255
95,Area 8v1 (MFG)_lh,8v1区（额中回）（左半球）,187,242,92,255
96,Area hOc4lp (LOC)_lh,hOc4lp区（外侧枕皮层）（左半球）,185,242,92,255
97,Area SFG2 (SFG)_lh,SFG2区（额上回）（左半球）,183,242,92,255
98,Area Fo3 (OFC)_lh,Fo3区（眶额皮层）（左半球）,181,242,92,255
99,Area Te 1.1 (HESCHL)_lh,Te 1.1区（赫氏回）（左半球）,179,242,92,255
100,"Area MFG5 (MFG, IFG)_lh",MFG5区（额中回、额下回）（左半球）,176,242,92,255
101,"Area hOc2 (V2, 18)_lh",hOc2区（V2区、18区）（左半球）,174,242,92,255
102,Area MFG4 (MFG)_lh,MFG4区（额中回）（左半球）,172,242,92,255
103,"LP (Thalamus, lateral posterior Nucleus)_lh",LP区（丘脑、外侧后核）（左半球）,170,242,92,255
104,Area 6d2 (PreCG)_lh,6d2区（中央前回）（左半球）,168,242,92,255
105,Area Ig3 (Insula)_lh,Ig3区（脑岛）（左半球）,166,242,92,255
106,Area hOc4d (Cuneus)_lh,hOc4d区（楔叶）（左半球）,163,242,92,255
107,Area SFG3 (SFG)_lh,SFG3区（额上回）（左半球）,161,242,92,255
108,Area 6v3 (PreCG)_lh,6v3区（中央前回）（左半球）,159,242,92,255
109,"NRm (Midbrain, Nucleus Ruber, magnocellular part)_lh",NRm区（中脑、红核、大细胞部）（左半球）,157,242,92,255
110,Area Fo4 (OFC)_lh,Fo4区（眶额皮层）（左半球）,155,242,92,255
111,Area IFS1 (IFS)_lh,IFS1区（额下沟）（左半球）,153,242,92,255
112,Area Op4 (POperc)_lh,Op4区（顶叶盖）（左半球）,150,242,92,255
113,Ch 4 (Basal Forebrain)_lh,Ch 4区（基底前脑）（左半球）,148,242,92,255
114,Area hPO1 (POS)_lh,hPO1区（顶枕沟）（左半球）,146,242,92,255
115,"Ndentd (Cerebellum, Dorsal Dentate Nucleus)_lh",Ndentd区（小脑、背侧齿状核）（左半球）,144,242,92,255
116,Area IFS3 (IFS)_lh,IFS3区（额下沟）（左半球）,142,242,92,255
117,Area Op2 (POperc)_lh,Op2区（顶叶盖）（左半球）,139,242,92,255
118,Area 8v2 (MFG)_lh,8v2区（额中回）（左半球）,137,242,92,255
119,"AcbM (Ventral Striatum, Medial Accumbens)_lh",AcbM区（腹侧纹状体、内侧伏隔核）（左半球）,135,242,92,255
120,DG (Hippocampus)_lh,DG区（海马）（左半球）,133,242,92,255
121,Area PGp (IPL)_lh,PGp区（顶下小叶）（左半球）,131,242,92,255
122,"Area 6ma (preSMA, mesial SFG)_lh",6ma区（前辅助运动区、额上回内侧部）（左半球）,129,242,92,255
123,Area Ig1 (Insula)_lh,Ig1区（脑岛）（左半球）,126,242,92,255
124,Area Id10 (Insula)_lh,Id10区（脑岛）（左半球）,124,242,92,255
125,"VM (Thalamus, ventral medial Nucleus)_lh",VM区（丘脑、腹内侧核）（左半球）,122,242,92,255
126,Area p24c (pACC)_lh,p24c区（前扣带皮层前部）（左半球）,120,242,92,255
127,Area hOc3v (LingG)_lh,hOc3v区（舌回）（左半球）,118,242,92,255
128,Area PFcm (IPL)_lh,PFcm区（顶下小叶）（左半球）,115,242,92,255
129,Area SFS2 (SFS)_lh,SFS2区（额上沟）（左半球）,113,242,92,255
130,"Area PirT (PiriformCortexMesial, temporal)_lh",PirT区（内侧梨状皮层、颞部）（左半球）,111,242,92,255
131,"CM (Thalamus, centromedian Nucleus)_lh",CM区（丘脑、中央中核）（左半球）,109,242,92,255
132,Area hIP5 (IPS)_lh,hIP5区（顶内沟）（左半球）,107,242,92,255
133,Area SFS1 (SFS)_lh,SFS1区（额上沟）（左半球）,105,242,92,255
134,Area FG1 (FusG)_lh,FG1区（梭状回）（左半球）,102,242,92,255
135,Frontal-to-Temporal-I (GapMap)_lh,Frontal-to-Temporal-I区（间隙图）（左半球）,100,242,92,255
136,"FuCd (Ventral Striatum, Fundus of Caudate Nucleus)_lh",FuCd区（腹侧纹状体、尾状核底部）（左半球）,98,242,92,255
137,"VAmc (Thalamus, ventral anterior Nucleus, magnocellular part)_lh",VAmc区（丘脑、腹前核大细胞部）（左半球）,96,242,92,255
138,"MV (Thalamus, medioventral Nucleus)_lh",MV区（丘脑、内侧腹核）（左半球）,94,242,92,255
139,Area hIP3 (IPS)_lh,hIP3区（顶内沟）（左半球）,92,242,92,255
140,Frontal-I.2 (GapMap)_lh,Frontal-I.2区（间隙图）（左半球）,92,242,94,255
141,CM (Amygdala)_lh,CM区（杏仁核）（左半球）,92,242,96,255
142,Area 4p (PreCG)_lh,4p区（中央前回）（左半球）,92,242,98,255
143,Area 33 (ACC)_lh,33区（前扣带皮层）（左半球）,92,242,100,255
144,Area OTS1 (OTS)_lh,OTS1区（枕颞沟）（左半球）,92,242,102,255
145,Area Id2 (Insula)_lh,Id2区（脑岛）（左半球）,92,242,105,255
146,CA1 (Hippocampus)_lh,CA1区（海马）（左半球）,92,242,107,255
147,Frontal-I.1 (GapMap)_lh,Frontal-I.1区（间隙图）（左半球）,92,242,109,255
148,Area hIP8 (IPS)_lh,hIP8区（顶内沟）（左半球）,92,242,111,255
149,IF (Amygdala)_lh,IF区（杏仁核）（左半球）,92,242,113,255
150,Area Op9 (Frontal Operculum)_lh,Op9区（额盖）（左半球）,92,242,115,255
151,"VIM (Thalamus, ventral intermediate Nucleus)_lh",VIM区（丘脑、腹中间核）（左半球）,92,242,118,255
152,Temporal-to-Parietal (GapMap)_lh,Temporal-to-Parietal区（间隙图）（左半球）,92,242,120,255
153,HATA (Hippocampus)_lh,HATA区（海马）（左半球）,92,242,122,255
154,"TuTi (Basal Forebrain, Terminal islands)_lh",TuTi区（基底前脑、终纹岛）（左半球）,92,242,124,255
155,Area 45 (IFG)_lh,45区（额下回）（左半球）,92,242,126,255
156,"CL (Thalamus, anterior intralaminar nuclei)_lh",CL区（丘脑、前板内核群）（左半球）,92,242,129,255
157,Area 5Ci (SPL)_lh,5Ci区（顶上小叶）（左半球）,92,242,131,255
158,Frontal-to-Temporal-II (GapMap)_lh,Frontal-to-Temporal-II区（间隙图）（左半球）,92,242,133,255
159,Area Ia2 (Insula)_lh,Ia2区（脑岛）（左半球）,92,242,135,255
160,Area Id1 (Insula)_lh,Id1区（脑岛）（左半球）,92,242,137,255
161,Area Te 1.2 (HESCHL)_lh,Te 1.2区（赫氏回）（左半球）,92,242,139,255
162,Area Id5 (Insula)_lh,Id5区（脑岛）（左半球）,92,242,142,255
163,Area hIP1 (IPS)_lh,hIP1区（顶内沟）（左半球）,92,242,144,255
164,Area 2 (PostCS)_lh,2区（中央后沟）（左半球）,92,242,146,255
165,Area hOc3d (Cuneus)_lh,hOc3d区（楔叶）（左半球）,92,242,148,255
166,Ch 123 (Basal Forebrain)_lh,Ch 123区（基底前脑）（左半球）,92,242,150,255
167,Area Te 2.1 (STG)_lh,Te 2.1区（颞上回）（左半球）,92,242,153,255
168,"VPL (Thalamus, ventral posterior lateral Nucleus)_lh",VPL区（丘脑、腹后外侧核）（左半球）,92,242,155,255
169,"Sg (Thalamus, suprageniculate Nucleus)_lh",Sg区（丘脑、膝上核）（左半球）,92,242,157,255
170,Area 7A (SPL)_lh,7A区（顶上小叶）（左半球）,92,242,159,255
171,Area Op3 (POperc)_lh,Op3区（顶叶盖）（左半球）,92,242,161,255
172,"Subc (Hippocampus, Subicular complex)_lh",Subc区（海马、下托复合体）（左半球）,92,242,163,255
173,"TrS (Hippocampus, Transsubiculum)_lh",TrS区（海马、前下托）（左半球）,92,242,166,255
174,CA3 (Hippocampus)_lh,CA3区（海马）（左半球）,92,242,168,255
175,Frontal-II (GapMap)_lh,Frontal-II区（间隙图）（左半球）,92,242,170,255
176,"VLA (Thalamus, ventral lateral anterior Nucleus)_lh",VLA区（丘脑、腹外侧前核）（左半球）,92,242,172,255
177,Area STS1 (STS)_lh,STS1区（颞上沟）（左半球）,92,242,174,255
178,"VPM (Thalamus, ventral posterior medial Nucleus)_lh",VPM区（丘脑、腹后内侧核）（左半球）,92,242,176,255
179,Area 5L (SPL)_lh,5L区（顶上小叶）（左半球）,92,242,179,255
180,Area Id9 (Insula)_lh,Id9区（脑岛）（左半球）,92,242,181,255
181,"SNR (Midbrain, Substantia Nigra pars reticulata)_lh",SNR区（中脑、黑质网状部）（左半球）,92,242,183,255
182,Area FG3 (FusG)_lh,FG3区（梭状回）（左半球）,92,242,185,255
183,Area IFS2 (IFS)_lh,IFS2区（额下沟）（左半球）,92,242,187,255
184,"AV (Thalamus, anteroventral Nucleus)_lh",AV区（丘脑、前腹核）（左半球）,92,242,190,255
185,VP (Ventral Pallidum)_lh,VP区（腹侧苍白球）（左半球）,92,242,192,255
186,Area s32 (sACC)_lh,s32区（胼胝体下前扣带皮层）（左半球）,92,242,194,255
187,"Nfast (Cerebellum, Fastigial Nucleus)_lh",Nfast区（小脑、顶核）（左半球）,92,242,196,255
188,MF (Amygdala)_lh,MF区（杏仁核）（左半球）,92,242,198,255
189,Area hOc5 (LOC)_lh,hOc5区（外侧枕皮层）（左半球）,92,242,200,255
190,"sPf (Thalamus, subparafascicular Nucleus)_lh",sPf区（丘脑、束旁下核）（左半球）,92,242,203,255
191,SF (Amygdala)_lh,SF区（杏仁核）（左半球）,92,242,205,255
192,Area Fo1 (OFC)_lh,Fo1区（眶额皮层）（左半球）,92,242,207,255
193,"VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part)_lh",VPMpc区（丘脑、腹后内侧核小细胞部）（左半球）,92,242,209,255
194,"VPi (Thalamus, ventroposterior inferior Nucleus)_lh",VPi区（丘脑、腹后下核）（左半球）,92,242,211,255
195,Area 8d1 (SFG)_lh,8d1区（额上回）（左半球）,92,242,213,255
196,"Area IFJ1 (IFS, PreCS)_lh",IFJ1区（额下沟、中央前沟）（左半球）,92,242,216,255
197,Area s24 (sACC)_lh,s24区（胼胝体下前扣带皮层）（左半球）,92,242,218,255
198,Area hOc4v (LingG)_lh,hOc4v区（舌回）（左半球）,92,242,220,255
199,Area PFop (IPL)_lh,PFop区（顶下小叶）（左半球）,92,242,222,255
200,Area 6v2 (PreCG)_lh,6v2区（中央前回）（左半球）,92,242,224,255
201,Area Ph2 (PhG)_lh,Ph2区（海马旁回）（左半球）,92,242,227,255
202,"AcbL (Ventral Striatum, Lateral Accumbens)_lh",AcbL区（腹侧纹状体、外侧伏隔核）（左半球）,92,242,229,255
203,Area Fo2 (OFC)_lh,Fo2区（眶额皮层）（左半球）,92,242,231,255
204,Area Te 2.2 (STG)_lh,Te 2.2区（颞上回）（左半球）,92,242,233,255
205,Area hIP7 (IPS)_lh,hIP7区（顶内沟）（左半球）,92,242,235,255
206,Area 7PC (SPL)_lh,7PC区（顶上小叶）（左半球）,92,242,237,255
207,Area TeI (STG)_lh,TeI区（颞上回）（左半球）,92,242,240,255
208,Area 3b (PostCG)_rh,3b区（中央后回）（右半球）,92,242,242,255
209,Area hOc4la (LOC)_rh,hOc4la区（外侧枕皮层）（右半球）,92,240,242,255
210,Area PF (IPL)_rh,PF区（顶下小叶）（右半球）,92,237,242,255
211,Area CoS1 (CoS)_rh,CoS1区（侧副沟）（右半球）,92,235,242,255
212,Astr (Amygdala)_rh,Astr区（杏仁核）（右半球）,92,233,242,255
213,Area Id8 (Insula)_rh,Id8区（脑岛）（右半球）,92,231,242,255
214,Area SFG4 (SFG)_rh,SFG4区（额上回）（右半球）,92,229,242,255
215,Area 1 (PostCG)_rh,1区（中央后回）（右半球）,92,227,242,255
216,"Po (Thalamus, posterior Nucleus)_rh",Po区（丘脑、后核）（右半球）,92,224,242,255
217,Area Te 1.0 (HESCHL)_rh,Te 1.0区（赫氏回）（右半球）,92,222,242,255
218,Area STS2 (STS)_rh,STS2区（颞上沟）（右半球）,92,220,242,255
219,"LD (Thalamus, lateral dorsal Nucleus)_rh",LD区（丘脑、外侧背核）（右半球）,92,218,242,255
220,"Area 6mp (SMA, mesial SFG)_rh",6mp区（辅助运动区、额上回内侧部）（右半球）,92,216,242,255
221,Area Id3 (Insula)_rh,Id3区（脑岛）（右半球）,92,213,242,255
222,"ZI (Thalamus, zona incerta)_rh",ZI区（丘脑、不确定带）（右半球）,92,211,242,255
223,CGM (Metathalamus)_rh,CGM区（后丘脑）（右半球）,92,209,242,255
224,"Area PirTB (PiriformCortexMesial, temporobasal)_rh",PirTB区（内侧梨状皮层、颞底部）（右半球）,92,207,242,255
225,"NRp (Midbrain, Nucleus Ruber, parvocellular part)_rh",NRp区（中脑、红核、小细胞部）（右半球）,92,205,242,255
226,Area PFt (IPL)_rh,PFt区（顶下小叶）（右半球）,92,203,242,255
227,Area p24ab (pACC)_rh,p24ab区（前扣带皮层前部）（右半球）,92,200,242,255
228,Area TI (STG)_rh,TI区（颞上回）（右半球）,92,198,242,255
229,Area FG5 (FusG)_rh,FG5区（梭状回）（右半球）,92,196,242,255
230,"PUm (Thalamus, medial pulvinar)_rh",PUm区（丘脑、内侧丘脑枕）（右半球）,92,194,242,255
231,"PUi (Thalamus, inferior pulvinar)_rh",PUi区（丘脑、下丘脑枕）（右半球）,92,192,242,255
232,Area Te 3 (STG)_rh,Te 3区（颞上回）（右半球）,92,190,242,255
233,Area MFG1 (MFG)_rh,MFG1区（额中回）（右半球）,92,187,242,255
234,Frontal-to-Occipital (GapMap)_rh,Frontal-to-Occipital区（间隙图）（右半球）,92,185,242,255
235,Area 7P (SPL)_rh,7P区（顶上小叶）（右半球）,92,183,242,255
236,Area 6r1 (PreCG)_rh,6r1区（中央前回）（右半球）,92,181,242,255
237,Area 6d1 (PreCG)_rh,6d1区（中央前回）（右半球）,92,179,242,255
238,"VA (Thalamus, ventral anterior Nucleus (ventral))_rh",VA区（丘脑、腹前核腹侧部）（右半球）,92,176,242,255
239,Area hIP4 (IPS)_rh,hIP4区（顶内沟）（右半球）,92,174,242,255
240,Area Op6 (Frontal Operculum)_rh,Op6区（额盖）（右半球）,92,172,242,255
241,Area FG2 (FusG)_rh,FG2区（梭状回）（右半球）,92,170,242,255
242,Area hIP6 (IPS)_rh,hIP6区（顶内沟）（右半球）,92,168,242,255
243,Area Fo5 (OFC)_rh,Fo5区（眶额皮层）（右半球）,92,166,242,255
244,"Area TPJ (STG, SMG)_rh",TPJ区（颞上回、缘上回）（右半球）,92,163,242,255
245,"BST (Basal Forebrain, Bed Nucleus)_rh",BST区（基底前脑、床核）（右半球）,92,161,242,255
246,"AM (Thalamus, anteromedial Nucleus)_rh",AM区（丘脑、前内侧核）（右半球）,92,159,242,255
247,Area Op7 (Frontal Operculum)_rh,Op7区（额盖）（右半球）,92,157,242,255
248,Area hOc6 (POS)_rh,hOc6区（顶枕沟）（右半球）,92,155,242,255
249,Area Ia3 (Insula)_rh,Ia3区（脑岛）（右半球）,92,153,242,255
250,Area Ig2 (Insula)_rh,Ig2区（脑岛）（右半球）,92,150,242,255
251,CA2 (Hippocampus)_rh,CA2区（海马）（右半球）,92,148,242,255
252,"VLP (Thalamus, ventral lateral posterior Nucleus)_rh",VLP区（丘脑、腹外侧后核）（右半球）,92,146,242,255
253,Area Fp2 (FPole)_rh,Fp2区（额极）（右半球）,92,144,242,255
254,"Li (Thalamus, limitans Nucleus)_rh",Li区（丘脑、界核）（右半球）,92,142,242,255
255,"Area EC (Hippocampal Region, Entorhinal Cortex)_rh",EC区（海马区、内嗅皮层）（右半球）,92,139,242,255
256,Area Id4 (Insula)_rh,Id4区（脑岛）（右半球）,92,137,242,255
257,Area Op1 (POperc)_rh,Op1区（顶叶盖）（右半球）,92,135,242,255
258,"Tu (Basal Forebrain, Tuberculum)_rh",Tu区（基底前脑、结节）（右半球）,92,133,242,255
259,"Rt (Thalamus, reticular Nucleus)_rh",Rt区（丘脑、网状核）（右半球）,92,131,242,255
260,Area Id6 (Insula)_rh,Id6区（脑岛）（右半球）,92,129,242,255
261,Area IFS4 (IFS)_rh,IFS4区（额下沟）（右半球）,92,126,242,255
262,Area 6d3 (SFS)_rh,6d3区（额上沟）（右半球）,92,124,242,255
263,"Ndentv (Cerebellum, Ventral Dentate Nucleus)_rh",Ndentv区（小脑、腹侧齿状核）（右半球）,92,122,242,255
264,Area 6v1 (PreCG)_rh,6v1区（中央前回）（右半球）,92,120,242,255
265,Area hIP2 (IPS)_rh,hIP2区（顶内沟）（右半球）,92,118,242,255
266,Area 44 (IFG)_rh,44区（额下回）（右半球）,92,115,242,255
267,Area Fo7 (OFC)_rh,Fo7区（眶额皮层）（右半球）,92,113,242,255
268,"Pv (Thalamus, paraventricular Nucleus)_rh",Pv区（丘脑、室旁核）（右半球）,92,111,242,255
269,Area PGa (IPL)_rh,PGa区（顶下小叶）（右半球）,92,109,242,255
270,"PUa (Thalamus, anterior pulvinar)_rh",PUa区（丘脑、前丘脑枕）（右半球）,92,107,242,255
271,Area 8d2 (SFG)_rh,8d2区（额上回）（右半球）,92,105,242,255
272,Area Ia1 (Insula)_rh,Ia1区（脑岛）（右半球）,92,102,242,255
273,VTM (Amygdala)_rh,VTM区（杏仁核）（右半球）,92,100,242,255
274,Area Op8 (Frontal Operculum)_rh,Op8区（额盖）（右半球）,92,98,242,255
275,"FuP (Ventral Striatum, Fundus of Putamen)_rh",FuP区（腹侧纹状体、壳核底部）（右半球）,92,96,242,255
276,"Area IFJ2 (IFS, PreCS)_rh",IFJ2区（额下沟、中央前沟）（右半球）,92,94,242,255
277,Area 7M (SPL)_rh,7M区（顶上小叶）（右半球）,92,92,242,255
278,Area 25 (sACC)_rh,25区（胼胝体下前扣带皮层）（右半球）,94,92,242,255
279,Area Op5 (Frontal Operculum)_rh,Op5区（额盖）（右半球）,96,92,242,255
280,Area PFm (IPL)_rh,PFm区（顶下小叶）（右半球）,98,92,242,255
281,"MD (Thalamus, mediodorsal Nucleus)_rh",MD区（丘脑、内背核）（右半球）,100,92,242,255
282,LB (Amygdala)_rh,LB区（杏仁核）（右半球）,102,92,242,255
283,Area 4a (PreCG)_rh,4a区（中央前回）（右半球）,105,92,242,255
284,Area 5M (SPL)_rh,5M区（顶上小叶）（右半球）,107,92,242,255
285,Area Op10 (Frontal Operculum)_rh,Op10区（额盖）（右半球）,109,92,242,255
286,"Pf (Thalamus, parafascicular Nucleus)_rh",Pf区（丘脑、束旁核）（右半球）,111,92,242,255
287,Area Fp1 (FPole)_rh,Fp1区（额极）（右半球）,113,92,242,255
288,"PUl (Thalamus, lateral pulvinar)_rh",PUl区（丘脑、外侧丘脑枕）（右半球）,115,92,242,255
289,Area MFG2 (MFG)_rh,MFG2区（额中回）（右半球）,118,92,242,255
290,Area Ph1 (PhG)_rh,Ph1区（海马旁回）（右半球）,120,92,242,255
291,Area 3a (PostCG)_rh,3a区（中央后回）（右半球）,122,92,242,255
292,Area FG4 (FusG)_rh,FG4区（梭状回）（右半球）,124,92,242,255
293,Area Id7 (Insula)_rh,Id7区（脑岛）（右半球）,126,92,242,255
