index,label_en,label_zh,r,g,b,a
128,Cerebellum VI superior LH,小脑 VI 叶上部（左半球）,168,242,92,255
129,Optic radiation LH,视辐射（左半球）,167,242,92,255
130,Corpus callosum genu inferior,胼胝体膝下部,165,242,92,255
131,Precuneus mid-superior LH,楔前叶中上部（左半球）,163,242,92,255
132,Postcentral gyrus mid-inferior,中央后回中下部,161,242,92,255
133,Inferior frontal sulcus posterior LH,额下沟后部（左半球）,160,242,92,255
134,Lateral occipital cortex posterior LH,外侧枕叶皮层后部（左半球）,158,242,92,255
135,Angular gyrus mid-posterior RH,角回后中部（右半球）,156,242,92,255
136,Temporal pole,颞极,154,242,92,255
137,Cerebellum Crus II posterior LH,小脑 Crus II 后部（左半球）,153,242,92,255
138,Superior temporal sulcus posterior LH,颞上沟后部（左半球）,151,242,92,255
139,Cerebrospinal fluid (between superior precentral gyrus and skull),脑脊液（中央前回与颅骨间）,149,242,92,255
140,Lunate sulcus LH,月状沟（左半球）,147,242,92,255
141,Cerebellum Crus I medial RH,小脑 Crus I 内侧（右半球）,146,242,92,255
142,Posterior cingulate cortex LH,后部扣带皮层后部（左半球）,144,242,92,255
143,Precuneus anterior,楔前叶前部,142,242,92,255
144,Intraparietal sulcus middle LH,顶内沟中部（左半球）,140,242,92,255
145,Lingual gyrus middle,舌回中部,138,242,92,255
146,Superior temporal gyrus posterior RH,颞上回后部（右半球）,137,242,92,255
147,Lateral orbital cortex,外侧皮层,135,242,92,255
148,Pons antero-superior,脑桥上部,133,242,92,255
149,Middle frontal sulcus anterior,额中沟前部,131,242,92,255
150,Occipital pole superior LH,枕极上部（左半球）,130,242,92,255
151,Lingual gyrus mid-posterior LH,舌回后中部（左半球）,128,242,92,255
152,Posterior cingulate cortex superior,后部扣带皮层上部,126,242,92,255
153,Inferior frontal sulcus posterior RH,额下沟后部（右半球）,124,242,92,255
154,Cerebrospinal fluid (between angular gyrus and skull LH),脑脊液（角回与颅骨间，左半球）,123,242,92,255
155,Intraparietal sulcus mid-anterior LH,顶内沟前中部（左半球）,121,242,92,255
156,Arcuate fasciculus postero-inferior RH,弓状束下部（右半球）,119,242,92,255
157,Frontal pole lateral RH,额极外侧（右半球）,117,242,92,255
158,Cerebellum VIIIb inferior,小脑 VIIIb 叶下部,116,242,92,255
159,Parieto-occipital sulcus middle superior LH,顶枕沟中上部（左半球）,114,242,92,255
160,Anterior rami of the lateral fissure RH,外侧沟前支（右半球）,112,242,92,255
161,Cingulate gyrus mid-posterior,扣带回后部,110,242,92,255
162,Superior frontal sulcus posterior LH,额上沟后上部（左半球）,109,242,92,255
163,Superior longitudinal fasciculus I posterior LH,上纵束 I 后部（左半球）,107,242,92,255
164,Cerebellum IV inferior,小脑 IV 叶下部,105,242,92,255
165,Corona radiata superior,辐射冠上部,103,242,92,255
166,Insula postero-superior lateral,脑岛后上外侧,102,242,92,255
167,Middle frontal gyrus posterior LH,额中回后部（左半球）,100,242,92,255
168,Third ventricle,第三脑室,98,242,92,255
169,Precentral gyrus middle LH,中央前回中部（左半球）,96,242,92,255
170,Callosal sulcus posterior,胼胝体沟后部,94,242,92,255
171,Angular gyrus superior LH,角回上部（左半球）,93,242,92,255
172,Superior occipital gyrus LH,枕上回（左半球）,92,242,92,255
173,Superior longitudinal fasciculus II posterior RH,上纵束 II 后部（右半球）,92,242,94,255
174,Superior frontal gyrus anterior,额上回前部,92,242,96,255
175,Cuneus posterior RH,楔叶后部（右半球）,92,242,97,255
176,Superior parts of central and postcentral sulci,中央沟和中央后沟上部,92,242,99,255
177,Calcarine sulcus mid-anterior,距状沟前中部,92,242,101,255
178,Middle temporal gyrus medial LH,颞中回（左半球）,92,242,103,255
179,Occipital pole lateral LH,枕极外侧（左半球）,92,242,104,255
180,Fusiform gyrus middle superior RH,梭状回中上部（右半球）,92,242,106,255
181,Cerebrospinal fluid (between superior parietal lobule and skull RH),脑脊液（顶上小叶与颅骨间，右半球）,92,242,108,255
182,Cerebrospinal fluid (between superior frontal gyrus and skull),脑脊液（额上回上部与颅骨间）,92,242,110,255
183,Planum temporale,颞平面,92,242,112,255
184,Subcentral gyrus RH,中央下回（右半球）,92,242,113,255
185,Middle frontal sulcus anterior LH,额中沟前部（左半球）,92,242,115,255
186,Anterior cingulate cortex,前部扣带皮层,92,242,117,255
187,Inferior occipital gyrus,枕下回,92,242,119,255
188,Cerebrospinal fluid (between superior frontal gyrus lateral RH and skull),脑脊液（额上回上部与颅骨间，右半球）,92,242,120,255
189,Arcuate fasciculus postero-superior,弓状束,92,242,122,255
190,Superior frontal sulcus anterior LH,额上沟前部（左半球）,92,242,124,255
191,Cingulum middle,扣带束中部,92,242,126,255
192,Frontal pole medial,额极内侧,92,242,127,255
193,Supramarginal gyrus inferior LH,缘上回下部（左半球）,92,242,129,255
194,Cerebrospinal fluid (between superior cerebellum and limbic lobe),脑脊液（部位间）,92,242,131,255
195,Occipital pole,枕极,92,242,133,255
196,Angular gyrus anterior LH,角回前部（左半球）,92,242,134,255
197,Corpus callosum genu,胼胝体膝部,92,242,136,255
198,Cerebellum VI antero-inferior LH,小脑 VI 叶前下部（左半球）,92,242,138,255
199,Precentral gyrus superior RH,中央前回上部（右半球）,92,242,140,255
200,Occipital pole superior,枕极上部,92,242,141,255
201,Precentral sulcus mid-superior LH,中央前沟中上部（左半球）,92,242,143,255
202,Superior occipito-frontal fasciculus middle,纤维束中部,92,242,145,255
203,Middle frontal gyrus mid-posterior RH,额中回后中部（右半球）,92,242,147,255
204,Pons,脑桥,92,242,148,255
205,Middle frontal gyrus anterior lateral RH,额中回前外侧（右半球）,92,242,150,255
206,Postcentral sulcus superior RH,中央后沟上部（右半球）,92,242,152,255
207,Superior temporal sulcus posterior RH,颞上沟后部（右半球）,92,242,154,255
208,Corpus callosum genu superior,胼胝体膝上部,92,242,156,255
209,Fourth ventricle,第四脑室,92,242,157,255
210,Calcarine sulcus middle,距状沟中部,92,242,159,255
211,Postcentral sulcus superior LH,中央后沟上部（左半球）,92,242,161,255
212,Precentral gyrus superior LH,中央前回上部（左半球）,92,242,163,255
213,Precentral sulcus mid-superior RH,中央前沟中上部（右半球）,92,242,164,255
214,Intraparietal sulcus anterior RH,顶内沟前部（右半球）,92,242,166,255
215,Superior temporal gyrus medial anterior RH,颞上回前内侧（右半球）,92,242,168,255
216,Precuneus postero-inferior RH,楔前叶后下部（右半球）,92,242,170,255
217,Parieto-occipital sulcus postero-superior,顶枕沟后上部,92,242,171,255
218,Cerebellum III inferior,小脑 III 叶下部,92,242,173,255
219,Superior parietal lobule medial RH,顶上小叶上部（右半球）,92,242,175,255
220,Anterior cingulate cortex superior,前部扣带皮层上部,92,242,177,255
221,Middle frontal gyrus postero-inferior LH,额中回下部（左半球）,92,242,178,255
222,Inferior longitudinal fasciculus,下纵束下部,92,242,180,255
223,Cingulate sulcus middle,扣带沟中部,92,242,182,255
224,Subthalamic nuclei,丘脑底核,92,242,184,255
225,Caudate inferior,尾状核下部,92,242,185,255
226,Parietal operculum posterior RH,顶叶岛盖后部（右半球）,92,242,187,255
227,Collateral sulcus posterior RH,侧副沟后部（右半球）,92,242,189,255
228,Cuneus postero-superior,楔叶后上部,92,242,191,255
229,Paracentral sulcus,旁中央沟,92,242,192,255
230,Middle temporal gyrus middle posterior LH,颞中回中后部（左半球）,92,242,194,255
231,Inferior temporal sulcus posterior LH,颞下沟后部（左半球）,92,242,196,255
232,Occipital pole lateral RH,枕极外侧（右半球）,92,242,198,255
233,Medulla oblongata,延髓,92,242,200,255
234,Cerebellum Crus II posterior,小脑 Crus II 后部,92,242,201,255
235,Superior temporal sulcus middle-superior RH,颞上沟中上部（右半球）,92,242,203,255
236,Anterior limb of internal capsule,囊前部,92,242,205,255
237,Middle temporal gyrus mid-posterior RH,颞中回后中部（右半球）,92,242,207,255
238,Lateral occipital cortex superior LH,外侧枕叶皮层上部（左半球）,92,242,208,255
239,Pars triangularis RH,三角部（右半球）,92,242,210,255
240,Cuneus superior,楔叶上部,92,242,212,255
241,Superior parietal lobule postero-inferior posterior,顶上小叶后下部,92,242,214,255
242,Superior parietal sulcus LH,顶上沟（左半球）,92,242,215,255
243,Middle temporal gyrus posterior LH,颞中回后部（左半球）,92,242,217,255
244,Precuneus antero-inferior,楔前叶前下部,92,242,219,255
245,Cerebrospinal fluid (between middle frontal gyrus posterior and skull RH),脑脊液（额中回后部与颅骨间，右半球）,92,242,221,255
246,Superior occipital sulcus middle RH,枕上沟中部（右半球）,92,242,222,255
247,Supramarginal gyrus anterior RH,缘上回前部（右半球）,92,242,224,255
248,Posterior cingulate cortex inferior,后部扣带皮层下部,92,242,226,255
249,Lateral fissure anterior LH,外侧沟前部（左半球）,92,242,228,255
250,Retrosplenial cortex superior,压部皮层上部,92,242,229,255
251,Middle frontal gyrus mid-posterior LH,额中回后中部（左半球）,92,242,231,255
252,Superior temporal gyrus superior RH,颞上回（右半球）,92,242,233,255
253,Precuneus middle,楔前叶中部,92,242,235,255
254,Subsplenial area,压部周围区,92,242,236,255
255,Inferior temporal sulcus posterior RH,颞下沟后部（右半球）,92,242,238,255
256,Cingulum mid-anterior,扣带束前中部,92,242,240,255
257,Cerebellum VI antero-superior LH,小脑 VI 叶前上部（左半球）,92,242,242,255
258,Superior parietal lobule LH,顶上小叶上部（左半球）,92,240,242,255
259,Cerebellum III superior,小脑 III 叶上部,92,238,242,255
260,Cerebellum VI posterior,小脑 VI 叶后部,92,236,242,255
261,Caudate,尾状核,92,235,242,255
262,Parahippocampal gyrus anterior,海马旁回前部,92,233,242,255
263,Central operculum posterior RH,中央岛盖后部（右半球）,92,231,242,255
264,Middle temporal gyrus mid-anterior LH,颞中回前中部（左半球）,92,229,242,255
265,Fusiform gyrus posterior RH,梭状回后部（右半球）,92,228,242,255
266,Frontal operculum RH,额叶岛盖部（右半球）,92,226,242,255
267,Superior frontal gyrus middle LH,额上回中部（左半球）,92,224,242,255
268,Middle temporal gyrus posterior RH,颞中回后部（右半球）,92,222,242,255
269,Precentral gyrus inferior LH,中央前回下部（左半球）,92,221,242,255
270,Hippocampus,海马,92,219,242,255
271,Paracingulate gyrus mid-anterior LH,扣带旁回前中部（左半球）,92,217,242,255
272,Cerebellum VIIIb medial,小脑 VIIIb 叶内侧,92,215,242,255
273,Central sulcus mid-superior RH,中央沟中上部（右半球）,92,214,242,255
274,Cerebellum VIIIb anterior,小脑 VIIIb 叶前部,92,212,242,255
276,Superior parietal lobule postero-superior LH,顶上小叶后上部（左半球）,92,208,242,255
277,Superior frontal sulcus mid-posterior RH,额上沟后中部（右半球）,92,207,242,255
278,Middle occipital sulcus LH,脑沟中部（左半球）,92,205,242,255
279,Internal capsule posterior RH,内囊后部（右半球）,92,203,242,255
280,Occipitotemporal gyrus posterior LH,枕颞回后部（左半球）,92,201,242,255
281,Inferior occipital sulcus,枕下沟下部,92,200,242,255
282,Middle frontal gyrus anterior LH,额中回前部（左半球）,92,198,242,255
283,Lateral occipital cortex antero-superior RH,外侧枕叶皮层前上部（右半球）,92,196,242,255
284,Cerebellum VI superior lateral,小脑 VI 叶上外侧,92,194,242,255
285,Cerebral peduncles,大脑脚,92,192,242,255
286,Occipital pole inferior,枕极下部,92,191,242,255
287,Ventromedial prefrontal cortex LH,腹内侧前额叶皮层（左半球）,92,189,242,255
288,Calcarine sulcus anterior,距状沟前部,92,187,242,255
289,Cerebellum Crus I posterior RH,小脑 Crus I 后部（右半球）,92,185,242,255
290,Precentral sulcus mid-inferior RH,中央前沟中下部（右半球）,92,184,242,255
291,Dorsomedial prefrontal cortex anterior,内侧皮层前部,92,182,242,255
292,Inferior temporal sulcus middle RH,颞下沟（右半球）,92,180,242,255
293,Heschl’s gyrus LH,Heschl回（左半球）,92,178,242,255
294,Middle frontal gyrus posterior RH,额中回后部（右半球）,92,177,242,255
295,Parietal operculum LH,顶叶岛盖部（左半球）,92,175,242,255
296,Calcarine cortex mid-posterior LH,距状皮层后中部（左半球）,92,173,242,255
297,Postcentral sulcus superior,中央后沟上部,92,171,242,255
298,Thalamus middle,丘脑中部,92,170,242,255
299,Superior frontal gyrus medial middle,额上回内侧中部,92,168,242,255
300,Inferior frontal gyrus posterior LH,额下回后部（左半球）,92,166,242,255
301,Parieto-occipital sulcus middle inferior LH,顶枕沟中下部（左半球）,92,164,242,255
302,Subparietal sulcus LH,顶下沟（左半球）,92,163,242,255
303,Internal capsule anterior limb RH,内囊前肢（右半球）,92,161,242,255
304,Precuneus mid-posterior,楔前叶后中部,92,159,242,255
305,Angular gyrus superior RH,角回上部（右半球）,92,157,242,255
306,Central sulcus middle LH,中央沟中部（左半球）,92,156,242,255
307,Superior frontal sulcus middle,额上沟中部,92,154,242,255
308,Globus pallidus,苍白球,92,152,242,255
309,Central sulcus inferior RH,中央沟下部（右半球）,92,150,242,255
310,Middle frontal gyrus middle,额中回中部,92,148,242,255
311,Cerebrospinal fluid (between supramarginal gyrus and skull LH),脑脊液（缘上回与颅骨间，左半球）,92,147,242,255
312,Superior frontal gyrus middle RH,额上回中部（右半球）,92,145,242,255
313,Corticospinal tract middle RH,皮质脊髓束（右半球）,92,143,242,255
314,Cingulate sulcus posterior RH,扣带沟后部（右半球）,92,141,242,255
315,Lateral occipital cortex superior RH,外侧枕叶皮层上部（右半球）,92,140,242,255
316,Putamen postero-inferior,壳核下部,92,138,242,255
317,Cerebellum horizontal fissure medial,小脑水平裂,92,136,242,255
318,Superior parietal sulcus RH,顶上沟（右半球）,92,134,242,255
319,Calcarine cortex anterior,距状皮层前部,92,133,242,255
320,Precentral sulcus superior,中央前沟上部,92,131,242,255
321,Cuneus posterior,楔叶后部,92,129,242,255
322,Precentral sulcus inferior LH,中央前沟下部（左半球）,92,127,242,255
323,Superior longitudinal fasciculus II posterior LH,上纵束 II 后部（左半球）,92,126,242,255
324,Superior parietal lobule postero-superior RH,顶上小叶后上部（右半球）,92,124,242,255
325,Anterior horizontal ramus of the lateral fissure LH,外侧沟前水平支（左半球）,92,122,242,255
326,Parieto-occipital sulcus mid-anterior RH,顶枕沟前中部（右半球）,92,120,242,255
327,Cingulate sulcus mid-anterior RH,扣带沟前中部（右半球）,92,119,242,255
328,Caudate LH,尾状核（左半球）,92,117,242,255
329,Orbital H-shaped sulcus,眶H形沟,92,115,242,255
330,Central operculum LH,中央岛盖（左半球）,92,113,242,255
331,Parieto-occipital sulcus middle,顶枕沟中部,92,112,242,255
332,Putamen anterior,壳核前部,92,110,242,255
333,Cerebrospinal fluid (between middle frontal gyrus and skull LH),脑脊液（额中回与颅骨间，左半球）,92,108,242,255
334,Precentral gyrus mid-superior LH,中央前回中上部（左半球）,92,106,242,255
335,Thalamus anterior,丘脑前部,92,104,242,255
336,Posterior cingulate cortex anterior,后部扣带皮层前部,92,103,242,255
337,Superior temporal gyrus posterior LH,颞上回后部（左半球）,92,101,242,255
338,Central sulcus middle,中央沟中部,92,99,242,255
339,Cerebellum IX and cerebellar peduncle,小脑 IX 叶和小脑脚,92,97,242,255
340,Calcarine sulcus anterior RH,距状沟前部（右半球）,92,96,242,255
341,Cerebellum VI medial,小脑 VI 叶内侧,92,94,242,255
342,Cerebellum V superior,小脑 V 叶上部,92,92,242,255
343,Collateral sulcus anterior,侧副沟前部,93,92,242,255
344,Cerebellar peduncles,小脑脚,94,92,242,255
345,Cerebrospinal fluid (between middle frontal gyrus anterior and skull RH),脑脊液（额中回前部与颅骨间，右半球）,96,92,242,255
346,Cerebellum secondary fissure,小脑次裂,98,92,242,255
347,Superior occipital gyrus inferior RH,枕上回下部（右半球）,100,92,242,255
348,Central sulcus superior,中央沟上部,102,92,242,255
349,Inferior occipital gyrus anterior LH,枕下回前部（左半球）,103,92,242,255
350,Superior parietal lobule posterior,顶上小叶后部,105,92,242,255
351,Superior temporal sulcus mid-posterior LH,颞上沟后中部（左半球）,107,92,242,255
352,Lateral occipital cortex anterior LH,外侧枕叶皮层前部（左半球）,109,92,242,255
353,Planum polare inferior,颞平面极下部,110,92,242,255
354,Paracingulate gyrus anterior LH,扣带旁回前部（左半球）,112,92,242,255
355,Paracingulate sulcus posterior,扣带旁沟后部,114,92,242,255
356,Inferior frontal gyrus anterior LH,额下回前部（左半球）,116,92,242,255
357,Angular sulcus inferior LH,角沟下部（左半球）,117,92,242,255
358,Subparietal sulcus RH,顶下沟（右半球）,119,92,242,255
359,Circular sulcus of the insula anterior,环沟,121,92,242,255
360,Middle temporal gyrus mid-anterior RH,颞中回前中部（右半球）,123,92,242,255
361,Cerebrospinal fluid (between intraparietal sulcus and skull LH),脑脊液（顶内沟与颅骨间，左半球）,124,92,242,255
362,Precuneus posterior,楔前叶后部,126,92,242,255
363,Inferior occipital gyrus posterior LH,枕下回后部（左半球）,128,92,242,255
364,Lingual gyrus inferior,舌回下部,130,92,242,255
365,Angular gyrus postero-inferior LH,角回后下部（左半球）,131,92,242,255
366,Inferior frontal gyrus anterior RH,额下回前部（右半球）,133,92,242,255
367,Paracingulate sulcus mid-posterior,扣带旁沟后中部,135,92,242,255
368,Frontomarginal gyrus LH,额缘回（左半球）,137,92,242,255
369,Middle occipital sulcus RH,脑沟中部（右半球）,138,92,242,255
370,Inferior occipital gyrus RH,枕下回（右半球）,140,92,242,255
371,Inferior frontal sulcus anterior RH,额下沟前部（右半球）,142,92,242,255
372,Postcentral sulcus inferior LH,中央后沟下部（左半球）,144,92,242,255
373,Middle temporal gyrus postero-inferior LH,颞中回后下部（左半球）,146,92,242,255
374,Superior parietal sulcus superior,顶上沟上部,147,92,242,255
375,Cerebellum VI lateral RH,小脑 VI 叶外侧（右半球）,149,92,242,255
376,Cerebellum V RH,小脑 V 叶（右半球）,151,92,242,255
377,Internal capsule middle LH,内囊（左半球）,153,92,242,255
378,Cingulate sulcus antero-inferior,扣带沟,154,92,242,255
379,Middle temporal gyrus middle anterior LH,颞中回前部（左半球）,156,92,242,255
380,Cerebrospinal fluid (between central sulcus and skull LH),脑脊液（中央沟与颅骨间，左半球）,158,92,242,255
381,Cerebellum VI,小脑 VI 叶,160,92,242,255
382,Cerebrospinal fluid (between central sulcus and skull RH),脑脊液（中央沟与颅骨间，右半球）,161,92,242,255
383,Corona radiata anterior LH,辐射冠前部（左半球）,163,92,242,255
384,Superior occipital sulcus superior RH,枕上沟上部（右半球）,165,92,242,255
385,Intermediate primus of Jensen LH,Jensen中间部（左半球）,167,92,242,255
386,Lateral occipital cortex antero-superior LH,外侧枕叶皮层前上部（左半球）,168,92,242,255
387,Supramarginal gyrus inferior RH,缘上回下部（右半球）,170,92,242,255
388,Insula antero-superior LH,脑岛前上部（左半球）,172,92,242,255
389,Callosomarginal sulcus mid-inferior,胼胝体缘沟中下部,174,92,242,255
390,Insula postero-inferior,脑岛后下部,175,92,242,255
391,Middle temporal gyrus middle RH,颞中回中部（右半球）,177,92,242,255
392,Retrosplenial cortex inferior,压部皮层下部,179,92,242,255
