index,label_en,label_zh,r,g,b,a
32,Middle frontal gyrus mid-posterior inferior RH,额中回中后下部右侧,242,119,92,255
33,Parieto-occipital sulcus middle LH,顶枕沟中部左侧,242,120,92,255
34,Frontomarginal gyrus LH,额缘回左侧,242,121,92,255
35,Corpus callosum splenium,胼胝体压部,242,121,92,255
36,Cingulate cortex mid-anterior LH,扣带皮层中前部左侧,242,122,92,255
37,Middle frontal gyrus posterior inferior RH,额中回后下部右侧,242,123,92,255
38,Thalamus LH,丘脑左侧,242,124,92,255
39,Fusiform gyrus anterior RH,梭状回前部右侧,242,125,92,255
40,Precentral sulcus middle LH,中央前沟中部左侧,242,126,92,255
41,Central opercular cortex LH,中央岛盖皮层左侧,242,127,92,255
42,Cerebellum VI superior,小脑VI上部,242,128,92,255
43,Corpus callosum genu superior,胼胝体膝部上部,242,129,92,255
44,Cerebrospinal fluid (between precentral gyrus and skull),中央前回与颅骨之间的脑脊液,242,129,92,255
45,Heschl's gyrus posterior RH,颞横回后部右侧,242,130,92,255
46,Lingual gyrus posterior RH,舌回后部右侧,242,131,92,255
47,Corticospinal tract middle RH,皮质脊髓束中部右侧,242,132,92,255
48,Superior frontal sulcus mid-posterior LH,上额沟中部后左侧,242,133,92,255
49,Cerebellum VI superior RH,小脑VI上部右侧,242,134,92,255
50,Thalamus inferior,丘脑下部,242,135,92,255
51,Lateral fissure superior RH,外侧裂上部右侧,242,136,92,255
52,Superior parietal lobule postero-superior RH,上顶叶后上部右侧,242,136,92,255
53,Temporal pole superior RH,颞极上部右侧,242,137,92,255
54,Retrosplenial cortex,压后皮质,242,138,92,255
55,Middle temporal gyrus middle superior LH,颞中回中上部左侧,242,139,92,255
56,Anterior insula inferior LH,前岛叶下部左侧,242,140,92,255
57,Arcuate fasciculus anterior RH,弓状束前部右侧,242,141,92,255
58,Hippocampal fissure,海马裂,242,142,92,255
59,Corpus callosum isthmus inferior,胼胝体峡部下部,242,143,92,255
60,Calcarine sulcus posterior LH,距状沟后部左侧,242,143,92,255
61,Parieto-occipital sulcus posterior LH,顶枕沟后部左侧,242,144,92,255
62,Ventromedial prefrontal cortex posterior,腹内侧前额叶皮层后部,242,145,92,255
63,Superior frontal sulcus middle LH,上额沟中部左侧,242,146,92,255
64,Cerebellum V LH,小脑V左侧,242,147,92,255
65,Parahippocampal sulcus,海马旁沟,242,148,92,255
66,Middle frontal gyrus mid-anterior RH,额中回中前部右侧,242,149,92,255
67,Superior temporal sulcus anterior RH,上颞沟前部右侧,242,150,92,255
68,Dorsomedial prefrontal cortex RH,内侧前额叶皮层右侧,242,151,92,255
69,Putamen superior RH,壳核上部右侧,242,151,92,255
70,Posterior cingulate cortex anterior,后扣带皮层前部,242,152,92,255
71,Heschl's gyrus posterior LH,颞横回后部左侧,242,153,92,255
72,Internal capsule anterior limb inferior,内囊前肢下部,242,154,92,255
73,Angular gyrus postero-inferior LH,角回后下部左侧,242,155,92,255
74,Superior corona radiata posterior LH,上放射冠后部左侧,242,156,92,255
75,Calcarine cortex anterior RH,距状皮层前部右侧,242,157,92,255
76,Fusiform gyrus anterior LH,梭状回前部左侧,242,158,92,255
77,Supramarginal gyrus antero-inferior RH,缘上回前下部右侧,242,158,92,255
78,Central sulcus mid-superior LH,中央沟中部上侧左侧,242,159,92,255
79,Cerebrospinal fluid (between central sulcus and skull),中央沟与颅骨之间的脑脊液,242,160,92,255
80,Putamen posterior RH,壳核后部右侧,242,161,92,255
81,Intracalcarine cortex,距状沟皮质,242,162,92,255
82,Uncinate fasciculus,钩束,242,163,92,255
83,Planum temporale anterior LH,颞平面前部左侧,242,164,92,255
84,Cerebellum VIIIab,小脑VIIIab,242,165,92,255
85,Cerebellum Crus I RH,小脑Crus I右侧,242,165,92,255
86,Cingulate mid-anterior RH,扣带中前部右侧,242,166,92,255
87,Cerebrospinal fluid (between middle frontal gyrus and skull),额中回与颅骨之间的脑脊液,242,167,92,255
88,Cerebrospinal fluid (between superior parietal lobule and skull),顶上小叶与颅骨之间的脑脊液,242,168,92,255
89,Superior longitudinal fasciculus I mid-anterior LH,上纵束I中部前左侧,242,169,92,255
90,Middle frontal gyrus middle LH,额中回中部左侧,242,170,92,255
91,Lateral occipital cortex antero-inferior RH,枕外侧皮质前下部右侧,242,171,92,255
92,Hippocampus posterior inferior,海马后下部,242,172,92,255
93,Posterior corona radiata RH,后放射冠右侧,242,173,92,255
94,Supracalcarine cortex RH,距上皮质右侧,242,173,92,255
95,Thalamus superior,丘脑上部,242,174,92,255
96,Cingulate anterior,扣带前回,242,175,92,255
97,Lateral occipital cortex mid-anterior RH,枕外侧皮质中前部右侧,242,176,92,255
98,Cerebellum IX middle,小脑IX中部,242,177,92,255
99,Lateral ventricle RH,侧脑室右侧,242,178,92,255
100,Central sulcus inferior,中央沟下部,242,179,92,255
101,Lateral occipital cortex superior RH,枕外侧皮质上部右侧,242,180,92,255
102,Occipital pole superior LH,枕极上部左侧,242,180,92,255
103,Inferior temporal sulcus mid-posterior LH,颞下沟中后部左侧,242,181,92,255
104,Cingulate sulcus mid-posterior,扣带沟中后部,242,182,92,255
105,Angular gyrus mid-superior RH,角回中部上侧右侧,242,183,92,255
106,Inferior rostral gyrus RH,下喙回右侧,242,184,92,255
107,External capsule posterior inferior LH,外囊后下部左侧,242,185,92,255
108,Middle cerebellar peduncle superior,小脑中脚上部,242,186,92,255
109,Cerebrospinal fluid (between middle frontal gyrus superior and skull LH),额中回上部与颅骨左侧之间的脑脊液,242,187,92,255
110,Inferior frontal sulcus anterior LH,额下沟前部左侧,242,187,92,255
111,Hippocampus posterior superior,海马后上部,242,188,92,255
112,Superior frontal gyrus mid-posterior RH,上额回中部后右侧,242,189,92,255
113,Middle temporal gyrus mid-anterior lateral LH,颞中回中前外侧左侧,242,190,92,255
114,Callosomarginal sulcus inferior,胼胝体边缘沟下部,242,191,92,255
115,Inferior fronto-occipital fasciculus anterior RH,额枕束前部右侧,242,192,92,255
116,Pars opercularis LH,岛盖部左侧,242,193,92,255
117,Lingual gyrus mid-posterior RH,舌回中后部右侧,242,194,92,255
118,Inferior frontal gyrus posterior RH,额下回后部右侧,242,195,92,255
119,Lateral ventricles anterior,侧脑室前部,242,195,92,255
120,Cerebellum Crus I lateral LH,小脑Crus I外侧左侧,242,196,92,255
121,Fusiform gyrus mid-anterior RH,梭状回中前部右侧,242,197,92,255
122,Inferior occipital gyrus anterior LH,枕下回前部左侧,242,198,92,255
123,Middle temporal gyrus middle LH,颞中回中部左侧,242,199,92,255
124,Callosomarginal sulcus superior RH,胼胝体边缘沟上部右侧,242,200,92,255
125,Corona radiata antero-superior,放射冠前上部,242,201,92,255
126,Ventrolateral prefrontal cortex LH,左腹外侧前额叶皮层,242,202,92,255
127,Superior parts of central and postcentral sulci LH,中央沟和中央后沟上部左侧,242,202,92,255
128,Precuneus middle LH,楔前叶中部左侧,242,203,92,255
129,Supramarginal gyrus posterior RH,缘上回后部右侧,242,204,92,255
130,Collateral sulcus posterior,外侧沟后部,242,205,92,255
131,Thalamus lateral LH,丘脑外侧部左侧,242,206,92,255
132,Precentral gyrus mid-inferior LH,中央前回中部下部左侧,242,207,92,255
133,Occipitotemporal sulcus mid-anterior RH,颞枕沟前部右侧,242,208,92,255
134,Subgenual cortex,膝下皮质,242,209,92,255
135,Inferior frontal gyrus anterior RH,额下回前部右侧,242,209,92,255
136,Superior temporal sulcus mid-posterior LH,上颞沟中部后左侧,242,210,92,255
137,Cuneus posterior,楔叶后部,242,211,92,255
138,Forceps minor anterior LH,小钳前部左侧,242,212,92,255
139,Arcuate fasciculus inferior LH,弓状束下部左侧,242,213,92,255
140,Precentral sulcus superior RH,中央前沟上部右侧,242,214,92,255
141,Intraparietal sulcus anterior LH,顶内沟前部左侧,242,215,92,255
142,Frontal pole inferior,额极下部,242,216,92,255
143,Inferior longitudinal fasciculus middle LH,下纵束中部左侧,242,217,92,255
144,Superior temporal sulcus posterior RH,上颞沟后部右侧,242,217,92,255
145,Anterior commissure,前连合,242,218,92,255
146,Inferior longitudinal fasciculus middle RH,下纵束中部右侧,242,219,92,255
147,Caudate posterior LH,尾状核后部左侧,242,220,92,255
148,Circular sulcus of the insula mid-posterior RH,脑岛中部后部环状沟右侧,242,221,92,255
149,Putamen anterior RH,壳核前部右侧,242,222,92,255
150,Intraparietal sulcus anterior RH,顶内沟前部右侧,242,223,92,255
151,Cerebrospinal fluid (between precentral gyrus and skull LH),中央前回与颅骨左侧之间的脑脊液,242,224,92,255
152,Middle temporal gyrus mid-anterior medial LH,颞中回中前内侧左侧,242,224,92,255
153,Caudate,尾状核,242,225,92,255
154,Central sulcus and postcentral sulcus superior,沟和沟上部,242,226,92,255
155,Occipital pole RH,枕极右侧,242,227,92,255
156,Cingulate sulcus mid-anterior LH,扣带沟中前部左侧,242,228,92,255
157,Occipitotemporal sulcus middle RH,颞枕沟中部右侧,242,229,92,255
158,Calcarine cortex posterior LH,距状皮层后部左侧,242,230,92,255
159,Parieto-occipital sulcus middle RH,顶枕沟中部右侧,242,231,92,255
160,Anterior corona radiata LH,前部放射冠左侧,242,231,92,255
161,Cingulate cortex mid-posterior,扣带皮层中后部,242,232,92,255
162,Superior frontal gyrus mid-posterior lateral RH,上额回中部后外侧右侧,242,233,92,255
163,Precentral sulcus superior medial LH,中央前沟上部内侧左侧,242,234,92,255
164,Cerebellum VIIb,小脑VIIb,242,235,92,255
165,Fusiform gyrus posterior RH,梭状回后部右侧,242,236,92,255
166,Callosal sulcus middle,胼胝体沟中部,242,237,92,255
167,Inferior longitudinal fasciculus posterior LH,下纵束后部左侧,242,238,92,255
168,Fornix body,穹窿体,242,239,92,255
169,Temporal pole LH,颞极左侧,242,239,92,255
170,Cerebellum VI,小脑VI,242,240,92,255
171,Anterior insula LH,前岛叶左侧,242,241,92,255
172,Parahippocampal gyrus posterior LH,旁海马回后部左侧,241,242,92,255
173,Lateral occipital cortex anterior LH,枕外侧皮质前部左侧,241,242,92,255
174,Cerebellum Crus I superior RH,小脑Crus I上部右侧,240,242,92,255
175,Frontomarginal gyrus,额缘回,239,242,92,255
176,Superior temporal gyrus posterior medial LH,上颞回后部内侧左侧,238,242,92,255
177,Inferior occipital gyrus LH,枕下回左侧,237,242,92,255
178,Superior occipital sulcus superior RH,上枕沟上部右侧,236,242,92,255
179,Occipitotemporal sulcus mid-posterior LH,颞枕沟后部左侧,235,242,92,255
180,Cerebrospinal fluid (between precentral gyrus and skull RH),中央前回与颅骨右侧之间的脑脊液,234,242,92,255
181,Globus pallidus inferior,苍白球下部,234,242,92,255
182,Inferior fronto-occipital fasciculus anterior LH,额枕束前部左侧,233,242,92,255
183,Postcentral sulcus inferior medial LH,中央后沟下部内侧左侧,232,242,92,255
184,Anterior insula posterior RH,前岛叶后部右侧,231,242,92,255
185,Middle frontal sulcus RH,额中沟右侧,230,242,92,255
186,Superior frontal gyrus posterior LH,上额回后部左侧,229,242,92,255
187,Posterior corona radiata inferior LH,后放射冠下部左侧,228,242,92,255
188,Angular gyrus postero-superior LH,角回后上部左侧,227,242,92,255
189,Superior parietal lobule mid-posterior LH,上顶叶中部后左侧,226,242,92,255
190,Middle cerebellar peduncle inferior,小脑中脚下部,226,242,92,255
191,Superior frontal gyrus posterior RH,上额回后部右侧,225,242,92,255
192,Lateral occipital cortex postero-superior RH,枕外侧皮质后上部右侧,224,242,92,255
193,Cerebrospinal fluid (between superior frontal sulcus and skull LH),额上沟与颅骨左侧之间的脑脊液,223,242,92,255
194,Superior longitudinal fasciculus I posterior RH,上纵束I后部右侧,222,242,92,255
195,Frontomarginal gyrus RH,额缘回右侧,221,242,92,255
196,Lateral ventricles,侧脑室,220,242,92,255
197,Cuneus anterior LH,楔叶前部左侧,219,242,92,255
198,Superior longitudinal fasciculus III mid-posterior LH,上纵束III中部后左侧,219,242,92,255
199,Dorsal visual stream posterior LH,背侧视觉流后部左侧,218,242,92,255
200,Anterior thalamic radiation LH,丘脑辐射前部左侧,217,242,92,255
201,Superior termporal gyrus medial RH,上颞回内侧右侧,216,242,92,255
202,Subcentral gyrus LH,中央下回左侧,215,242,92,255
203,Superior longitudinal fasciculus II posterior LH,上纵束II后部左侧,214,242,92,255
204,Cingulate cortex mid-anterior,扣带皮层中前部,213,242,92,255
205,Circular sulcus of the insula posterior LH,脑岛后部环状沟左侧,212,242,92,255
206,Superior temporal sulcus middle RH,上颞沟中部右侧,212,242,92,255
207,Superior longitudinal fasciculus I anterior,上纵束I前部,211,242,92,255
208,Inferior longitudinal fasciculus mid-posterior LH,下纵束中后部左侧,210,242,92,255
209,Superior frontal sulcus posterior inferior LH,上额沟后下部左侧,209,242,92,255
210,Corpus callosum genu posterior,胼胝体膝部后部,208,242,92,255
211,Precuneus postero-superior RH,楔前叶后上部右侧,207,242,92,255
212,Cingulate anterior RH,扣带前回右侧,206,242,92,255
213,Precentral sulcus middle RH,中央前沟中部右侧,205,242,92,255
214,Angular sulcus anterior RH,角沟前部右侧,204,242,92,255
215,Frontal pole medial,额极内侧,204,242,92,255
216,Cerebellum X,小脑X,203,242,92,255
217,Cerebellum Crus I LH,小脑Crus I左侧,202,242,92,255
218,Pars triangularis RH,三角部右侧,201,242,92,255
219,Cuneus posterior RH,楔叶后部右侧,200,242,92,255
220,Posterior horns of lateral ventricles,侧脑室后角,199,242,92,255
221,Planum polare,颞极平面,198,242,92,255
222,Precentral gyrus mid-superior RH,中央前回中部上部右侧,197,242,92,255
223,Subparietal sulcus RH,顶下沟右侧,197,242,92,255
224,Superior occipital gyrus LH,上枕回左侧,196,242,92,255
225,Parietal operculum anterior RH,顶叶盖前部右侧,195,242,92,255
226,Lateral occipital cortex superior LH,枕外侧皮质上部左侧,194,242,92,255
227,Uncinate fasciculus anterior,钩束前部,193,242,92,255
228,Cerebrospinal fluid (between superior occipital gyrus and skull LH),枕上回与颅骨左侧之间的脑脊液,192,242,92,255
229,Frontal opercula medial,额叶岛盖内侧,191,242,92,255
230,Anterior occipital sulcus superior RH,枕前沟上部右侧,190,242,92,255
231,Angular sulcus mid-anterior RH,角沟中部前侧右侧,190,242,92,255
232,Corticospinal tract mid-superior RH,皮质脊髓束中部上部右侧,189,242,92,255
233,Precentral gyrus antero-superior LH,中央前回前上部左侧,188,242,92,255
234,Precentral gyrus mid-superior LH,中央前回中部上部左侧,187,242,92,255
235,Anterior cingulate cortex inferior LH,前扣带皮层下部左侧,186,242,92,255
236,Cerebellum horizontal fissure LH,小脑水平裂左侧,185,242,92,255
237,Central sulcus inferior LH,中央沟下部左侧,184,242,92,255
238,Lateral fissure anterior rami RH,外侧裂前支右侧,183,242,92,255
239,Anterior insula anterior RH,前岛叶前部右侧,182,242,92,255
240,Middle frontal gyrus posterior RH,额中回后部右侧,182,242,92,255
241,Cerebrospinal fluid (between Precentral sulcus and skull),中央前沟与颅骨之间的脑脊液,181,242,92,255
242,Supramarginal gyrus perisylvian LH,缘上回环侧裂左侧,180,242,92,255
243,Parieto-occipital sulcus mid-anterior LH,顶枕沟中前部左侧,179,242,92,255
244,Paracentral lobule inferior,旁中央小叶下部,178,242,92,255
245,Fusiform gyrus mid-anterior LH,梭状回中前部左侧,177,242,92,255
246,Inferior temporal sulcus middle RH,颞下沟中部右侧,176,242,92,255
247,Fusiform gyrus mid-posterior LH,梭状回中后部左侧,175,242,92,255
248,Fluid between cerebellum and occipital cortex,小脑与枕叶之间的脑脊液,175,242,92,255
249,Angular sulcus mid-anterior LH,角沟中部前侧左侧,174,242,92,255
250,Lateral geniculate nucleus LH,外侧膝状体左侧,173,242,92,255
251,Caudate posterior,尾状核后部,172,242,92,255
252,Cerebellum Crus I LH,小脑Crus I左侧,171,242,92,255
253,Supramarginal gyrus middle LH,缘上回中部左侧,170,242,92,255
254,Middle frontal sulcus anterior RH,额中沟前部右侧,169,242,92,255
255,Precuneus anterior LH,楔前叶前部左侧,168,242,92,255
256,Fornix superior,穹窿上部,168,242,92,255
257,Heschl's gyrus middle RH,颞横回中部右侧,167,242,92,255
258,Fluid between cerebellum and peduncle superior,小脑与脚部上部之间的脑脊液,166,242,92,255
259,Middle temporal gyrus postero-superior RH,颞中回后上部右侧,165,242,92,255
260,Angular gyrus superior anterior LH,角回上前部左侧,164,242,92,255
261,Cerebellum Vermis X,小脑蚓部X,163,242,92,255
262,Midbrain superior,中脑上部,162,242,92,255
263,Cingulate middle posterior RH,扣带中部后部右侧,161,242,92,255
264,Anterior cingulate cortex superior,前扣带皮层上部,160,242,92,255
265,Precentral sulcus mid-superior RH,中央前沟中部上部右侧,160,242,92,255
266,Parieto-occipital sulcus anterior,顶枕沟前部,159,242,92,255
267,Parieto-occipital sulcus posterior,顶枕沟后部,158,242,92,255
268,Postcentral gyrus mid-inferior lateral LH,中央后回中部下部外侧左侧,157,242,92,255
269,Cerebrospinal fluid (between lateral occipital cortex and skull LH),外侧枕叶皮层与颅骨左侧之间的脑脊液,156,242,92,255
270,Corticospinal tract postero-superior RH,皮质脊髓束后上部右侧,155,242,92,255
271,Inferior occipital sulcus superior RH,枕下沟上部右侧,154,242,92,255
272,Forceps minor anterior RH,小钳前部右侧,153,242,92,255
273,Anterior insula anterior LH,前岛叶前部左侧,153,242,92,255
274,Lateral occipital sulcus LH,枕外侧沟左侧,152,242,92,255
275,Corticospinal tract superior posterior,皮质脊髓束上部后部,151,242,92,255
276,Superior longitudinal fasciculus I posterior LH,上纵束I后部左侧,150,242,92,255
277,Superior frontal gyrus middle LH,上额回中部左侧,149,242,92,255
278,Cerebrospinal fluid (between pre and postcentral gyri and skull LH),中央前回和中央后回与颅骨左侧之间的脑脊液,148,242,92,255
279,Supramarginal gyrus antero-inferior LH,缘上回前下部左侧,147,242,92,255
280,Midbrain anterior,中脑前部,146,242,92,255
281,Thalamus middle,丘脑中部,146,242,92,255
282,Cerebrospinal fluid (between frontal pole and skull RH),额极与颅骨右侧之间的脑脊液,145,242,92,255
283,Cerebellum VI,小脑VI,144,242,92,255
284,Occipital pole lateral RH,枕极外侧右侧,143,242,92,255
285,Superior temporal gyrus middle RH,上颞回中部右侧,142,242,92,255
286,Superior frontal sulcus mid-anterior RH,上额沟中部前右侧,141,242,92,255
287,Collateral sulcus anterior LH,外侧沟前部左侧,140,242,92,255
288,Descending occipital gyrus superior,枕上回,139,242,92,255
289,Ventromedial prefrontal cortex posterior RH,右腹内侧前额叶皮层后部,138,242,92,255
290,Cerebellum VI,小脑VI,138,242,92,255
291,Cerebellum VIIb,小脑VIIb,137,242,92,255
292,Thalamus posterior RH,丘脑后部右侧,136,242,92,255
293,Lateral orbital cortex LH,眶外侧皮质左侧,135,242,92,255
294,Angular gyrus posterior superior RH,角回后部上部右侧,134,242,92,255
295,Central operculum RH,中央岛盖右侧,133,242,92,255
296,Parieto-occipital sulcus superior,顶枕沟上部,132,242,92,255
297,Descending occipital gyrus superior LH,枕上回左侧,131,242,92,255
298,Angular gyrus superior posterior LH,角回上后部左侧,131,242,92,255
299,Middle frontal gyrus mid-posterior superior RH,额中回中后上部右侧,130,242,92,255
300,Cerebellum Crus II,小脑Crus II,129,242,92,255
301,Superior frontal gyrus middle,上额回中部,128,242,92,255
302,Cerebellum IV,小脑IV,127,242,92,255
303,Pars triangularis superior RH,三角部上部右侧,126,242,92,255
304,Supramarginal gyrus antero-superior LH,缘上回前上部左侧,125,242,92,255
305,Posterior insula superior LH,后脑岛上部左侧,124,242,92,255
306,Intracalcarine cortex LH,距状沟皮质左侧,124,242,92,255
307,Lateral occipital cortex inferior LH,枕外侧皮质下部左侧,123,242,92,255
308,Heschl's gyrus anterior medial RH,颞横回前内侧右侧,122,242,92,255
309,Precentral gyrus inferior,中央前回下部,121,242,92,255
310,Internal capsule anterior limb,内囊前肢,120,242,92,255
311,Superior temporal gyrus anterior,上颞回前部,119,242,92,255
312,Posterior corona radiata LH,后放射冠左侧,118,242,92,255
313,Internal capsule anterior limb superior LH,内囊前肢上部左侧,117,242,92,255
314,Superior temporal sulcus posterior LH,上颞沟后部左侧,116,242,92,255
315,Postcentral sulcus inferior LH,中央后沟下部左侧,116,242,92,255
316,Lateral fissure posterior,外侧裂后部,115,242,92,255
317,Optic chiasm,视交叉,114,242,92,255
318,Superior frontal gyrus medial middle,上额回内侧中部,113,242,92,255
319,Cerebellum VIIb,小脑VIIb,112,242,92,255
320,Optic radiation posterior RH,视辐射后部右侧,111,242,92,255
321,Fluid between cerebellum and peduncle inferior,小脑与脚部下部之间的脑脊液,110,242,92,255
322,Insula middle superior,脑岛中上部,109,242,92,255
323,Calcarine cortex posterior RH,距状皮层后部右侧,109,242,92,255
324,Corpus callosum genu LH,胼胝体膝部左侧,108,242,92,255
325,Superior frontal gyrus superior RH,上额回上部右侧,107,242,92,255
326,Precentral gyrus superior,中央前回上部,106,242,92,255
327,Precentral sulcus medial inferior LH,中央前沟内侧下部左侧,105,242,92,255
328,Postcentral gyrus inferior RH,中央后回下部右侧,104,242,92,255
329,Superior parietal lobule superior,上顶叶上部,103,242,92,255
330,Occipital pole inferior medial LH,枕极下部内侧左侧,102,242,92,255
331,Superior parietal lobule anterior RH,上顶叶前部右侧,102,242,92,255
332,Angular gyrus posterior inferior RH,角回后部下部右侧,101,242,92,255
333,Hippocampal gyrus RH,海马回右侧,100,242,92,255
334,Pars triangularis LH,三角部左侧,99,242,92,255
335,Posterior orbital gyrus,后眶回,98,242,92,255
336,Precuneus superior RH,楔前叶上部右侧,97,242,92,255
337,Superior frontal sulcus posterior RH,上额沟后部右侧,96,242,92,255
338,Superior occipital sulcus posterior LH,上枕沟后部左侧,95,242,92,255
339,Anterior corona radiata RH,前部放射冠右侧,94,242,92,255
340,Lateral fissure posterior LH,外侧裂后部左侧,94,242,92,255
341,Inferior fronto-occipital fasciculus posterior RH,额枕束后部右侧,93,242,92,255
342,Occipital pole inferior medial RH,枕极下部内侧右侧,92,242,92,255
343,Lingual gyrus posterior inferior RH,舌回后下部右侧,92,242,92,255
344,Middle temporal gyrus posterior RH,颞中回后部右侧,92,242,93,255
345,Temporal horn of lateral ventricle RH,侧脑室颞角右侧,92,242,94,255
346,Frontal pole medial LH,额极内侧左侧,92,242,95,255
347,Cerebellum Crus I RH,小脑Crus I右侧,92,242,96,255
348,Precentral sulcus mid-inferior LH,中央前沟中部下部左侧,92,242,97,255
349,Callosomarginal sulcus middle LH,胼胝体边缘沟中部左侧,92,242,97,255
350,Occipital pole lateral LH,枕极外侧左侧,92,242,98,255
351,Superior occipital sulcus inferior LH,上枕沟下部左侧,92,242,99,255
352,Cerebellum VI LH,小脑VI左侧Cerebellum VI RH,92,242,100,255
353,Intraparietal sulcus middle LH,顶内沟中部左侧,92,242,101,255
354,Precentral gyrus middle anterior LH,中央前回中部前部左侧,92,242,102,255
355,Frontomarginal sulcus RH,额缘沟右侧,92,242,103,255
356,Orbital H-shaped sulcus RH,H形眶沟右侧,92,242,104,255
357,Inferior temporal gyrus posterior LH,颞下回后部左侧,92,242,104,255
358,Cerebellum VIIIa,小脑VIIIa,92,242,105,255
359,Superior longitudinal fasciculus II anterior LH,上纵束II前部左侧,92,242,106,255
360,Lateral occipital sulcus posterior RH,枕外侧沟后部右侧,92,242,107,255
361,Frontal pole inferior LH,额极下部左侧,92,242,108,255
362,Lingual gyrus middle LH,舌回中部左侧,92,242,109,255
363,Inferior frontal gyrus mid-posterior LH,额下回中后部左侧,92,242,110,255
364,Forceps major LH,大钳左侧,92,242,111,255
365,Occipital pole LH,枕极左侧,92,242,112,255
366,Ventrolateral prefrontal cortex RH,右腹外侧前额叶皮层,92,242,112,255
367,Dorsomedial prefrontal cortex anterior RH,内侧前额叶皮层前部右侧,92,242,113,255
368,Superior occipital gyrus superior LH,上枕回上部左侧,92,242,114,255
369,Frontal pole LH,额极左侧,92,242,115,255
370,Entorhinal cortex,内嗅皮层,92,242,116,255
371,Superior longitudinal fasciculus I mid-anterior RH,上纵束I中部前右侧,92,242,117,255
372,Cuneus anterior RH,楔叶前部右侧,92,242,118,255
373,Lateral occipital cortex postero-superior LH,枕外侧皮质后上部左侧,92,242,119,255
374,Supramarginal gyrus antero-superior RH,缘上回前上部右侧,92,242,119,255
375,Corpus callosum middle body,胼胝体中部,92,242,120,255
376,Precentral gyrus mid-inferior RH,中央前回中部下部右侧,92,242,121,255
377,Lunate sulcus inferior RH,月状沟下部右侧,92,242,122,255
378,Mammillary bodies,乳头体,92,242,123,255
379,Central sulcus of the insula postero-inferior,岛叶后下部中央沟,92,242,124,255
380,Occipital pole superior,枕极上部,92,242,125,255
381,Postcentral gyrus inferior LH,中央后回下部左侧,92,242,126,255
382,Superior longitudinal fasciculus III middle RH,上纵束III中部右侧,92,242,126,255
383,Occipital pole medial RH,枕极内侧右侧,92,242,127,255
384,Cerebrospinal fluid (between superior frontal sulcus and skull),额上沟与颅骨之间的脑脊液,92,242,128,255
385,Cerebellum VI LH,小脑VI左侧Cerebellum VI RH,92,242,129,255
386,Cingulum inferior,扣带束下部,92,242,130,255
387,Superior occipital sulcus middle RH,上枕沟中部右侧,92,242,131,255
388,Superior temporal sulcus mid-anterior LH,上颞沟中部前左侧,92,242,132,255
389,Superior frontal gyrus anterior RH,上额回前部右侧,92,242,133,255
390,Posterior cingulate cortex postero-inferior,后扣带皮层后下部,92,242,134,255
391,Collateral sulcus posterior LH,外侧沟后部左侧,92,242,134,255
392,External capsule posterior RH,外囊后部右侧,92,242,135,255
393,Anterior cingulate cortex inferior,前扣带皮层下部,92,242,136,255
